ts,equity
2026-05-11 00:00:00,1000000.0
2026-05-11 00:15:00,1000000.0
2026-05-11 00:30:00,1000000.0
2026-05-11 00:45:00,1000000.0
2026-05-11 01:00:00,1000000.0
2026-05-11 01:15:00,1000000.0
2026-05-11 01:30:00,1000000.0
2026-05-11 01:45:00,1000000.0
2026-05-11 02:00:00,1000000.0
2026-05-11 02:15:00,1000000.0
2026-05-11 02:30:00,1000000.0
2026-05-11 02:45:00,1000000.0
2026-05-11 03:00:00,1000000.0
2026-05-11 03:15:00,1000000.0
2026-05-11 03:30:00,1000000.0
2026-05-11 03:45:00,1000000.0
2026-05-11 04:00:00,1000000.0
2026-05-11 04:15:00,1000000.0
2026-05-11 04:30:00,1000000.0
2026-05-11 04:45:00,1000000.0
2026-05-11 05:00:00,1000000.0
2026-05-11 05:15:00,1000000.0
2026-05-11 05:30:00,1000000.0
2026-05-11 05:45:00,1000000.0
2026-05-11 06:00:00,1000000.0
2026-05-11 06:15:00,1000000.0
2026-05-11 06:30:00,1000000.0
2026-05-11 06:45:00,1000000.0
2026-05-11 07:00:00,1000000.0
2026-05-11 07:15:00,1000000.0
2026-05-11 07:30:00,1000000.0
2026-05-11 07:45:00,1000000.0
2026-05-11 08:00:00,1000000.0
2026-05-11 08:15:00,1000000.0
2026-05-11 08:30:00,1000000.0
2026-05-11 08:45:00,1000000.0
2026-05-11 09:00:00,1000000.0
2026-05-11 09:15:00,1000000.0
2026-05-11 09:30:00,1000000.0
2026-05-11 09:45:00,1000000.0
2026-05-11 10:00:00,1000000.0
2026-05-11 10:15:00,1000000.0
2026-05-11 10:30:00,1000000.0
2026-05-11 10:45:00,1000000.0
2026-05-11 11:00:00,1000000.0
2026-05-11 11:15:00,1000000.0
2026-05-11 11:30:00,1000000.0
2026-05-11 11:45:00,1000000.0
2026-05-11 12:00:00,1000000.0
2026-05-11 12:15:00,1000000.0
2026-05-11 12:30:00,1000000.0
2026-05-11 12:45:00,1000000.0
2026-05-11 13:00:00,1000000.0
2026-05-11 13:15:00,1000000.0
2026-05-11 13:30:00,1000000.0
2026-05-11 13:45:00,1000000.0
2026-05-11 14:00:00,1000000.0
2026-05-11 14:15:00,1000000.0
2026-05-11 14:30:00,1000000.0
2026-05-11 14:45:00,1000000.0
2026-05-11 15:00:00,1000000.0
2026-05-11 15:15:00,1000000.0
2026-05-11 15:30:00,1000000.0
2026-05-11 15:45:00,1000000.0
2026-05-11 16:00:00,1000000.0
2026-05-11 16:15:00,1000000.0
2026-05-11 16:30:00,1000000.0
2026-05-11 16:45:00,1000000.0
2026-05-11 17:00:00,1000000.0
2026-05-11 17:15:00,1000000.0
2026-05-11 17:30:00,1000000.0
2026-05-11 17:45:00,1000000.0
2026-05-11 18:00:00,1000000.0
2026-05-11 18:15:00,1000000.0
2026-05-11 18:30:00,1000000.0
2026-05-11 18:45:00,1000000.0
2026-05-11 19:00:00,1000000.0
2026-05-11 19:15:00,1000000.0
2026-05-11 19:30:00,1000000.0
2026-05-11 19:45:00,1000000.0
2026-05-11 20:00:00,1000000.0
2026-05-11 20:15:00,1000000.0
2026-05-11 20:30:00,1000000.0
2026-05-11 20:45:00,1000000.0
2026-05-11 21:00:00,1000000.0
2026-05-11 21:15:00,1000000.0
2026-05-11 21:30:00,1000000.0
2026-05-11 21:45:00,1000000.0
2026-05-11 22:00:00,1000000.0
2026-05-11 22:15:00,1000000.0
2026-05-11 22:30:00,1000000.0
2026-05-11 22:45:00,1000000.0
2026-05-11 23:00:00,1000000.0
2026-05-11 23:15:00,1000000.0
2026-05-11 23:30:00,1000000.0
2026-05-11 23:45:00,1000000.0
2026-05-12 00:00:00,1000000.0
2026-05-12 00:15:00,1000000.0
2026-05-12 00:30:00,1000000.0
2026-05-12 00:45:00,1000000.0
2026-05-12 01:00:00,1000000.0
2026-05-12 01:15:00,1000000.0
2026-05-12 01:30:00,1000000.0
2026-05-12 01:45:00,1000000.0
2026-05-12 02:00:00,1000000.0
2026-05-12 02:15:00,1000000.0
2026-05-12 02:30:00,1000000.0
2026-05-12 02:45:00,1000000.0
2026-05-12 03:00:00,1000000.0
2026-05-12 03:15:00,1000000.0
2026-05-12 03:30:00,1000000.0
2026-05-12 03:45:00,1000000.0
2026-05-12 04:00:00,1000000.0
2026-05-12 04:15:00,1000000.0
2026-05-12 04:30:00,1000000.0
2026-05-12 04:45:00,1000000.0
2026-05-12 05:00:00,1000000.0
2026-05-12 05:15:00,1000000.0
2026-05-12 05:30:00,1000000.0
2026-05-12 05:45:00,1000000.0
2026-05-12 06:00:00,1000000.0
2026-05-12 06:15:00,999970.4971546276
2026-05-12 06:30:00,999367.1234079719
2026-05-12 06:45:00,998342.5264796888
2026-05-12 07:00:00,997306.5451410913
2026-05-12 07:15:00,997272.3919101486
2026-05-12 07:30:00,995485.0394908105
2026-05-12 07:45:00,995206.819490385
2026-05-12 08:00:00,992562.6713173593
2026-05-12 08:15:00,994802.0656031505
2026-05-12 08:30:00,993191.4694844076
2026-05-12 08:45:00,996388.8491979566
2026-05-12 09:00:00,995918.1904448497
2026-05-12 09:15:00,996667.8665642304
2026-05-12 09:30:00,996556.9043763041
2026-05-12 09:45:00,996434.8117818141
2026-05-12 10:00:00,996744.4931427368
2026-05-12 10:15:00,998039.8150089746
2026-05-12 10:30:00,997178.4423787121
2026-05-12 10:45:00,995817.8783442824
2026-05-12 11:00:00,995616.8292005473
2026-05-12 11:15:00,996145.1166398791
2026-05-12 11:30:00,997996.7343403327
2026-05-12 11:45:00,996856.4713456713
2026-05-12 12:00:00,996239.6649100151
2026-05-12 12:15:00,996110.0581471329
2026-05-12 12:30:00,996210.541186549
2026-05-12 12:45:00,997846.3354102343
2026-05-12 13:00:00,994754.3689300035
2026-05-12 13:15:00,993757.2447008004
2026-05-12 13:30:00,992763.1293886874
2026-05-12 13:45:00,991967.6893125986
2026-05-12 14:00:00,995595.7553412782
2026-05-12 14:15:00,995221.2844430653
2026-05-12 14:30:00,994830.2172485822
2026-05-12 14:45:00,994940.3181116795
2026-05-12 15:00:00,992110.0937551013
2026-05-12 15:15:00,990226.0454733652
2026-05-12 15:30:00,993664.7007723766
2026-05-12 15:45:00,994260.5880389409
2026-05-12 16:00:00,995220.55012011
2026-05-12 16:15:00,994222.3382506259
2026-05-12 16:30:00,993495.8835827739
2026-05-12 16:45:00,993343.055368362
2026-05-12 17:00:00,993582.8346196158
2026-05-12 17:15:00,993834.7602924374
2026-05-12 17:30:00,993819.025320999
2026-05-12 17:45:00,994214.3437630311
2026-05-12 18:00:00,994305.6730492967
2026-05-12 18:15:00,995551.4600304795
2026-05-12 18:30:00,996316.6724941497
2026-05-12 18:45:00,997322.7607200467
2026-05-12 19:00:00,998267.6667761299
2026-05-12 19:15:00,998039.9785698449
2026-05-12 19:30:00,998506.7393927292
2026-05-12 19:45:00,998233.5135451874
2026-05-12 20:00:00,998176.591493616
2026-05-12 20:15:00,997948.9032873308
2026-05-12 20:30:00,997852.1357996595
2026-05-12 20:45:00,998210.7447245587
2026-05-12 21:00:00,997943.2110821736
2026-05-12 21:15:00,998199.3603142443
2026-05-12 21:30:00,998279.0511864442
2026-05-12 21:45:00,998119.6694420446
2026-05-12 22:00:00,998005.8253389022
2026-05-12 22:15:00,998222.1291348729
2026-05-12 22:30:00,998244.8979555015
2026-05-12 22:45:00,998214.220693471
2026-05-12 23:00:00,998214.220693471
2026-05-12 23:15:00,998214.220693471
2026-05-12 23:30:00,998214.220693471
2026-05-12 23:45:00,998214.220693471
2026-05-13 00:00:00,998214.220693471
2026-05-13 00:15:00,998214.220693471
2026-05-13 00:30:00,998214.220693471
2026-05-13 00:45:00,998214.220693471
2026-05-13 01:00:00,998214.220693471
2026-05-13 01:15:00,998214.220693471
2026-05-13 01:30:00,998214.220693471
2026-05-13 01:45:00,998214.220693471
2026-05-13 02:00:00,998214.220693471
2026-05-13 02:15:00,998214.220693471
2026-05-13 02:30:00,998214.220693471
2026-05-13 02:45:00,998214.220693471
2026-05-13 03:00:00,998214.220693471
2026-05-13 03:15:00,998214.220693471
2026-05-13 03:30:00,998214.220693471
2026-05-13 03:45:00,998214.220693471
2026-05-13 04:00:00,998214.220693471
2026-05-13 04:15:00,998214.220693471
2026-05-13 04:30:00,998214.220693471
2026-05-13 04:45:00,998214.220693471
2026-05-13 05:00:00,998214.220693471
2026-05-13 05:15:00,998214.220693471
2026-05-13 05:30:00,998214.220693471
2026-05-13 05:45:00,998214.220693471
2026-05-13 06:00:00,998210.5259023865
2026-05-13 06:15:00,998212.8498627493
2026-05-13 06:30:00,998146.5397620408
2026-05-13 06:45:00,997941.4030856047
2026-05-13 07:00:00,996295.8575285157
2026-05-13 07:15:00,996264.2853362457
2026-05-13 07:30:00,996735.2696524127
2026-05-13 07:45:00,996593.1392340448
2026-05-13 08:00:00,995763.6785256504
2026-05-13 08:15:00,995713.0324509019
2026-05-13 08:30:00,995147.1397392428
2026-05-13 08:45:00,994346.1475606097
2026-05-13 09:00:00,994286.1425757458
2026-05-13 09:15:00,993877.3985574726
2026-05-13 09:30:00,994290.3287123498
2026-05-13 09:45:00,996924.889287691
2026-05-13 10:00:00,994280.7953386982
2026-05-13 10:15:00,994953.4828837727
2026-05-13 10:30:00,996864.4006700744
2026-05-13 10:45:00,995862.5206214084
2026-05-13 11:00:00,995677.0373624566
2026-05-13 11:15:00,995661.8898657348
2026-05-13 11:30:00,995487.3882738878
2026-05-13 11:45:00,994040.2403635413
2026-05-13 12:00:00,994941.0052781064
2026-05-13 12:15:00,990668.7728076171
2026-05-13 12:30:00,991174.9573015
2026-05-13 12:45:00,989955.666265726
2026-05-13 13:00:00,991370.5544050679
2026-05-13 13:15:00,991476.5255347507
2026-05-13 13:30:00,995299.3323990144
2026-05-13 13:45:00,995948.4842468834
2026-05-13 14:00:00,997262.9442074077
2026-05-13 14:15:00,997094.6850805606
2026-05-13 14:30:00,994693.6956159534
2026-05-13 14:45:00,996832.0652709132
2026-05-13 15:00:00,996978.4611263036
2026-05-13 15:15:00,998680.2146666239
2026-05-13 15:30:00,1000069.625469417
2026-05-13 15:45:00,999958.6334271942
2026-05-13 16:00:00,1000171.0264139596
2026-05-13 16:15:00,999995.9981068807
2026-05-13 16:30:00,999804.0312832524
2026-05-13 16:45:00,999744.3120248836
2026-05-13 17:00:00,999847.3375334666
2026-05-13 17:15:00,999929.6683653778
2026-05-13 17:30:00,999909.8002516069
2026-05-13 17:45:00,999854.9741438172
2026-05-13 18:00:00,999877.4906590285
2026-05-13 18:15:00,999867.0917580262
2026-05-13 18:30:00,999454.9761458576
2026-05-13 18:45:00,999583.9627815471
2026-05-13 19:00:00,1000894.2092360968
2026-05-13 19:15:00,1001329.8244559997
2026-05-13 19:30:00,1001905.4379156083
2026-05-13 19:45:00,1001594.320601333
2026-05-13 20:00:00,1001511.6815359608
2026-05-13 20:15:00,1001334.8882714693
2026-05-13 20:30:00,1001900.9447757865
2026-05-13 20:45:00,1001150.9712534177
2026-05-13 21:00:00,1000808.4273941672
2026-05-13 21:15:00,1001142.6662056354
2026-05-13 21:30:00,1001074.0300906486
2026-05-13 21:45:00,1001332.2210429395
2026-05-13 22:00:00,1001553.2170036534
2026-05-13 22:15:00,1002020.4140037551
2026-05-13 22:30:00,1001918.6228059733
2026-05-13 22:45:00,1001756.5410779547
2026-05-13 23:00:00,1001836.2386644401
2026-05-13 23:15:00,1001761.3681202758
2026-05-13 23:30:00,1001520.7327163274
2026-05-13 23:45:00,1001565.5141401591
2026-05-14 00:00:00,1001465.369417523
2026-05-14 00:15:00,1001466.6782550806
2026-05-14 00:30:00,1001296.261716369
2026-05-14 00:45:00,1001472.7575425766
2026-05-14 01:00:00,1001349.2731968998
2026-05-14 01:15:00,1001294.7179286757
2026-05-14 01:30:00,1001229.2516068069
2026-05-14 01:45:00,1000912.8310511077
2026-05-14 02:00:00,1000989.2084266215
2026-05-14 02:15:00,1001065.5858021349
2026-05-14 02:30:00,1001174.6963385831
2026-05-14 02:45:00,1001196.5184458725
2026-05-14 03:00:00,1000967.3863193322
2026-05-14 03:15:00,1001316.5400359654
2026-05-14 03:30:00,1000967.3863193322
2026-05-14 03:45:00,1000803.7205146602
2026-05-14 04:00:00,1001654.7826989539
2026-05-14 04:15:00,1001687.5158598886
2026-05-14 04:30:00,1001826.984910554
2026-05-14 04:45:00,1001826.984910554
2026-05-14 05:00:00,1001826.984910554
2026-05-14 05:15:00,1001826.984910554
2026-05-14 05:30:00,1001826.984910554
2026-05-14 05:45:00,1001826.984910554
2026-05-14 06:00:00,1001826.984910554
2026-05-14 06:15:00,1001826.984910554
2026-05-14 06:30:00,1001826.984910554
2026-05-14 06:45:00,1001826.984910554
2026-05-14 07:00:00,1001825.9792427644
2026-05-14 07:15:00,1001829.0202152785
2026-05-14 07:30:00,1001823.7856158342
2026-05-14 07:45:00,1001751.2124253626
2026-05-14 08:00:00,1003401.2635753698
2026-05-14 08:15:00,1003632.3673804317
2026-05-14 08:30:00,1003343.6237411716
2026-05-14 08:45:00,1003844.0768194846
2026-05-14 09:00:00,1003840.660813246
2026-05-14 09:15:00,1003844.9282610535
2026-05-14 09:30:00,1003849.6963084285
2026-05-14 09:45:00,1003847.6481509857
2026-05-14 10:00:00,1003844.3917580887
2026-05-14 10:15:00,1003845.6541367793
2026-05-14 10:30:00,1003770.4575516686
2026-05-14 10:45:00,1003510.1044165711
2026-05-14 11:00:00,1003231.7999924998
2026-05-14 11:15:00,1002763.0633159758
2026-05-14 11:30:00,1002657.7081061428
2026-05-14 11:45:00,1002579.361915844
2026-05-14 12:00:00,1005971.4756462524
2026-05-14 12:15:00,1004590.2946152235
2026-05-14 12:30:00,1002837.2135870885
2026-05-14 12:45:00,1003565.4519869077
2026-05-14 13:00:00,1003437.8446801396
2026-05-14 13:15:00,1002876.0393234589
2026-05-14 13:30:00,996497.7179313621
2026-05-14 13:45:00,995100.417604016
2026-05-14 14:00:00,1000582.8747663891
2026-05-14 14:15:00,1000120.3070873941
2026-05-14 14:30:00,998385.448700865
2026-05-14 14:45:00,992677.4084224817
2026-05-14 15:00:00,990784.0719051836
2026-05-14 15:15:00,991117.2046651564
2026-05-14 15:30:00,992893.1883362011
2026-05-14 15:45:00,992579.1445234228
2026-05-14 16:00:00,990829.6016847496
2026-05-14 16:15:00,989414.5839911393
2026-05-14 16:30:00,987476.2376133361
2026-05-14 16:45:00,988609.6213042034
2026-05-14 17:00:00,987825.0811126505
2026-05-14 17:15:00,986900.3789792154
2026-05-14 17:30:00,987918.145913336
2026-05-14 17:45:00,987301.7687065081
2026-05-14 18:00:00,986348.8043055424
2026-05-14 18:15:00,986090.6060241025
2026-05-14 18:30:00,984980.5586874755
2026-05-14 18:45:00,986303.097581538
2026-05-14 19:00:00,986470.0726964421
2026-05-14 19:15:00,986734.0682947307
2026-05-14 19:30:00,985671.1472184358
2026-05-14 19:45:00,987323.9763109679
2026-05-14 20:00:00,986933.4184143575
2026-05-14 20:15:00,987676.3736573939
2026-05-14 20:30:00,987374.8142561335
2026-05-14 20:45:00,988523.5046695323
2026-05-14 21:00:00,988397.4819168923
2026-05-14 21:15:00,988215.5719976765
2026-05-14 21:30:00,987985.3339392424
2026-05-14 21:45:00,988591.3972793219
2026-05-14 22:00:00,988712.1113616907
2026-05-14 22:15:00,988742.4659091942
2026-05-14 22:30:00,988803.1750042016
2026-05-14 22:45:00,988806.9693226395
2026-05-14 23:00:00,987907.715852844
2026-05-14 23:15:00,988123.9920038076
2026-05-14 23:30:00,988742.4659091942
2026-05-14 23:45:00,988158.140869749
2026-05-15 00:00:00,987938.0704003477
2026-05-15 00:15:00,987976.0135847271
2026-05-15 00:30:00,987213.3555786978
2026-05-15 00:45:00,987288.7487200171
2026-05-15 01:00:00,987014.0443448505
2026-05-15 01:15:00,985126.8173985576
2026-05-15 01:30:00,985841.1235195486
2026-05-15 01:45:00,984927.9993921504
2026-05-15 02:00:00,985239.2162366564
2026-05-15 02:15:00,985650.2464791007
2026-05-15 02:30:00,986303.2215795116
2026-05-15 02:45:00,986301.1689388994
2026-05-15 03:00:00,985940.3149919137
2026-05-15 03:15:00,986204.2169710423
2026-05-15 03:30:00,986091.5485364543
2026-05-15 03:45:00,985968.6168988053
2026-05-15 04:00:00,985796.1308912714
2026-05-15 04:15:00,985187.1741644823
2026-05-15 04:30:00,984154.0211958125
2026-05-15 04:45:00,983679.9596212606
2026-05-15 05:00:00,980950.9545734277
2026-05-15 05:15:00,982186.1393076674
2026-05-15 05:30:00,982368.4320578771
2026-05-15 05:45:00,980425.046067974
2026-05-15 06:00:00,984897.5232310162
2026-05-15 06:15:00,982968.7337110232
2026-05-15 06:30:00,982507.0742641613
2026-05-15 06:45:00,978481.1522846671
2026-05-15 07:00:00,984080.4537058264
2026-05-15 07:15:00,983343.8184426784
2026-05-15 07:30:00,982889.8081850752
2026-05-15 07:45:00,981310.249434564
2026-05-15 08:00:00,979735.4992846422
2026-05-15 08:15:00,979442.7295895648
2026-05-15 08:30:00,980619.8262871514
2026-05-15 08:45:00,980965.6533190622
2026-05-15 09:00:00,975180.8806121665
2026-05-15 09:15:00,976599.4496872339
2026-05-15 09:30:00,975045.6918677461
2026-05-15 09:45:00,977751.193869671
2026-05-15 10:00:00,981722.5034799454
2026-05-15 10:15:00,982781.53975594
2026-05-15 10:30:00,985486.4331747912
2026-05-15 10:45:00,985382.5293264663
2026-05-15 11:00:00,985529.2302852417
2026-05-15 11:15:00,984053.9825704712
2026-05-15 11:30:00,981063.3928389153
2026-05-15 11:45:00,981046.468520431
2026-05-15 12:00:00,978866.9740901407
2026-05-15 12:15:00,978255.1933520818
2026-05-15 12:30:00,975710.9919883851
2026-05-15 12:45:00,978868.8038674665
2026-05-15 13:00:00,979194.4199093585
2026-05-15 13:15:00,978948.6484742941
2026-05-15 13:30:00,976644.9137388204
2026-05-15 13:45:00,978291.3195958043
2026-05-15 14:00:00,978954.3215556548
2026-05-15 14:15:00,980805.5760439709
2026-05-15 14:30:00,981139.9524944843
2026-05-15 14:45:00,980087.7865673277
2026-05-15 15:00:00,980091.1244253808
2026-05-15 15:15:00,977931.598073617
2026-05-15 15:30:00,978593.2601644503
2026-05-15 15:45:00,980867.597738204
2026-05-15 16:00:00,980731.1094428721
2026-05-15 16:15:00,981831.4959927242
2026-05-15 16:30:00,984792.5417652815
2026-05-15 16:45:00,984391.7446012709
2026-05-15 17:00:00,985574.034523549
2026-05-15 17:15:00,983873.6876325028
2026-05-15 17:30:00,983693.8345966864
2026-05-15 17:45:00,983535.2203781533
2026-05-15 18:00:00,983446.4742645934
2026-05-15 18:15:00,983126.1492303495
2026-05-15 18:30:00,983118.7940523874
2026-05-15 18:45:00,983133.7368924016
2026-05-15 19:00:00,983124.2847092198
2026-05-15 19:15:00,983127.7141544175
2026-05-15 19:30:00,983126.8824762043
2026-05-15 19:45:00,983147.8525284008
2026-05-15 20:00:00,983164.5972507712
2026-05-15 20:15:00,983160.0030609188
2026-05-15 20:30:00,983175.9161921816
2026-05-15 20:45:00,983104.8104052321
2026-05-15 21:00:00,983104.8104052321
2026-05-17 21:00:00,983107.8216871185
2026-05-17 21:15:00,983106.7575248154
2026-05-17 21:30:00,983110.7994996248
2026-05-17 21:45:00,983121.7294471173
2026-05-17 22:00:00,983155.9991167932
2026-05-17 22:15:00,983167.986428186
2026-05-17 22:30:00,983186.0904357231
2026-05-17 22:45:00,983172.9986942442
2026-05-17 23:00:00,983140.5197214292
2026-05-17 23:15:00,983151.214860627
2026-05-17 23:30:00,983131.4832902483
2026-05-17 23:45:00,983134.5997157901
2026-05-18 00:00:00,983136.2093818393
2026-05-18 00:15:00,983145.61682304
2026-05-18 00:30:00,983125.0366522653
2026-05-18 00:45:00,983125.0366522653
2026-05-18 01:00:00,983125.0366522653
2026-05-18 01:15:00,983125.0366522653
2026-05-18 01:30:00,983125.0366522653
2026-05-18 01:45:00,983125.0366522653
2026-05-18 02:00:00,983125.0366522653
2026-05-18 02:15:00,983125.0366522653
2026-05-18 02:30:00,983125.0366522653
2026-05-18 02:45:00,983125.0366522653
2026-05-18 03:00:00,983125.0366522653
2026-05-18 03:15:00,983125.0366522653
2026-05-18 03:30:00,983022.3330498087
2026-05-18 03:45:00,981218.0774531838
2026-05-18 04:00:00,980579.4029057062
2026-05-18 04:15:00,981928.6028872532
2026-05-18 04:30:00,982631.1448894789
2026-05-18 04:45:00,982495.4265481392
2026-05-18 05:00:00,983030.3164816522
2026-05-18 05:15:00,983158.0513911479
2026-05-18 05:30:00,983301.75316433
2026-05-18 05:45:00,982535.3437073571
2026-05-18 06:00:00,981976.5034783144
2026-05-18 06:15:00,981840.7851369746
2026-05-18 06:30:00,980651.2537922972
2026-05-18 06:45:00,980323.9330867155
2026-05-18 07:00:00,979820.9768805769
2026-05-18 07:15:00,981042.4419526276
2026-05-18 07:30:00,980962.6076341926
2026-05-18 07:45:00,980786.9721336369
2026-05-18 08:00:00,980858.8230202278
2026-05-18 08:15:00,980978.5744978801
2026-05-18 08:30:00,980253.7730874701
2026-05-18 08:45:00,979365.5273617831
2026-05-18 09:00:00,981194.8469558804
2026-05-18 09:15:00,981265.3816353078
2026-05-18 09:30:00,981808.9441907185
2026-05-18 09:45:00,982260.847603983
2026-05-18 10:00:00,982384.5375622495
2026-05-18 10:15:00,981909.0381307474
2026-05-18 10:30:00,983377.7523667077
2026-05-18 10:45:00,986495.320146072
2026-05-18 11:00:00,985421.7532147649
2026-05-18 11:15:00,985249.8960950146
2026-05-18 11:30:00,981495.5595548565
2026-05-18 11:45:00,981942.0817653025
2026-05-18 12:00:00,980443.9415539539
2026-05-18 12:15:00,979639.0182510151
2026-05-18 12:30:00,979014.9314679257
2026-05-18 12:45:00,980975.7065247706
2026-05-18 13:00:00,980972.0007105224
2026-05-18 13:15:00,980575.5902740541
2026-05-18 13:30:00,982974.1955214741
2026-05-18 13:45:00,981684.3830839273
2026-05-18 14:00:00,982676.4736429359
2026-05-18 14:15:00,981445.7500170618
2026-05-18 14:30:00,981973.32490536
2026-05-18 14:45:00,983012.9085515767
2026-05-18 15:00:00,982789.7374789126
2026-05-18 15:15:00,982752.4111667242
2026-05-18 15:30:00,980386.6985571043
2026-05-18 15:45:00,978616.0882574957
2026-05-18 16:00:00,974884.0569832199
2026-05-18 16:15:00,975815.3686449655
2026-05-18 16:30:00,975565.9030348561
2026-05-18 16:45:00,974675.994545064
2026-05-18 17:00:00,975360.8630026762
2026-05-18 17:15:00,974569.3157163947
2026-05-18 17:30:00,975196.562644538
2026-05-18 17:45:00,976714.4789260186
2026-05-18 18:00:00,977209.2975721181
2026-05-18 18:15:00,978454.1629669118
2026-05-18 18:30:00,979035.1851592808
2026-05-18 18:45:00,980876.9779588527
2026-05-18 19:00:00,977603.9607455786
2026-05-18 19:15:00,977000.2066170963
2026-05-18 19:30:00,975775.1481180735
2026-05-18 19:45:00,975595.3692177574
2026-05-18 20:00:00,973990.0926818694
2026-05-18 20:15:00,974070.353670535
2026-05-18 20:30:00,974800.1976788666
2026-05-18 20:45:00,974846.2991120835
2026-05-18 21:00:00,976407.5767402737
2026-05-18 21:15:00,976424.0010998307
2026-05-18 21:30:00,975041.2840125405
2026-05-18 21:45:00,975387.0083006426
2026-05-18 22:00:00,974541.2528467441
2026-05-18 22:15:00,974211.0687520974
2026-05-18 22:30:00,974343.4045572226
